goods_simpl_classification,nbr_occurences_simpl,hamburg_classification,obsolete,nbr_occurences_hamburg
toile de lin coutil,6,,non,442778
toile de lin crue,3,,non,442778
toile de lin d'Abbeville,1,,non,442778
toile de lin d'Alençon,2,,non,442778
toile de lin d'Amiens,1,,non,442778
toile de lin d'Anvers,1,,non,442778
toile de lin d'Arras,1,,non,442778
toile de lin de 13 aunes,1,,non,442778
toile de lin de 15 aunes,1,,non,442778
toile de lin de Beaujolais,1,,non,442778
toile de lin de Beauvais,92,,non,442778
toile de lin de Bernay,1,,non,442778
toile de lin de Cholet,104,,non,442778
toile de lin de Flandre,15,,non,442778
toile de lin de Frise,1,,non,442778
toile de lin de Gand,1,,non,442778
toile de lin de Hollande,39,,non,442778
toile de lin de Laval,187,,non,442778
toile de lin de Lille,8,,non,442778
toile de lin de linge de tables,2,,non,442778
toile de lin de linon,6,,non,442778
toile de lin de Marigny,2,,non,442778
toile de lin de ménage,3,,non,442778
toile de lin de Rouen,171,,non,442778
toile de lin de Russie,1,,non,442778
toile de lin de Saint-Quentin,456,,non,442778
toile de lin de Senlis,1,,non,442778
toile de lin de Servins,1,,non,442778
toile de lin de St. Malo,1,,non,442778
toile de lin de Suisse,1,,non,442778
toile de lin de Troyes,11,,non,442778
toile de lin de Valenciennes,120,,non,442778
toile de lin du pays,1,,non,442778
toile de lin écrue,4,,non,442778
toile de lin entre large,1,,non,442778
toile de lin et de batiste et linon,72,,non,442778
toile de lin et de chanvre,287,,non,442778
toile de lin et mélangée et de couleur,2,,non,442778
toile de lin façon de Hollande,2,,non,442778
toile de lin fil d'épreuve,6,,non,442778
toile de lin fine à drap,1,,non,442778
toile de lin fine de ???,7,,non,442778
toile de lin fine de Hollande,1,,non,442778
toile de lin grosse,2,,non,442778
toile de lin grosse pointe,1,,non,442778
toile de lin haut prix et teinte,1,,non,442778
toile de lin imprimée,3,,non,442778
toile de lin indigo,1,,non,442778
toile de lin large,2,,non,442778
toile de lin lingerie,4,,non,442778
toile de lin linon,24,,non,442778
toile de lin linon brodée,1,,non,442778
toile de lin linon et Cambrai,1,,non,442778
toile de lin ouvrée,20,,non,442778
toile de lin peinte,13,,non,442778
toile de lin pour emballage,1,,non,442778
toile de lin pour mouchoirs et teinte,1,,non,442778
toile de lin pour robes et rayée,5,,non,442778
toile de lin rayée,3,,non,442778
toile de lin rayée en carreaux,1,,non,442778
toile de lin rayée et teinte,1,,non,442778
toile de lin rousse,4,,non,442778
toile de lin royale,56,,non,442778
toile de lin teinte,17,,non,442778
toile de lin toilette,3,,non,442778
toile de linet,2,,non,442778
toile de linge de tables,30,,non,442778
toile de linge de tables et à serviettes,2,,non,442778
toile de linge vieux,1,,non,442778
toile de lingerie,1,,non,442778
toile de linon,8,,non,442778
toile de linon de Saint-Quentin,1,,non,442778
toile de Lisieux,1,,non,442778
toile de lisson,1,,non,442778
toile de Locronan,0,,oui,442778
toile de Lombourg,3,,non,442778
toile de Lucarnon,0,,oui,442778
toile de Lyon,3,,non,442778
toile de Lyon teinte,1,,non,442778
toile de Marigny,12,,non,442778
toile de Marigny blanche,1,,non,442778
toile de Marigny écrue,1,,non,442778
toile de Mayenne,1,,non,442778
toile de ménage,160,,non,442778
toile de ménages,0,,oui,442778
toile de ménages blanche,0,,oui,442778
toile de Moncontour,1,,non,442778
toile de montagne,1,,non,442778
toile de Morlaix,145,,non,442778
toile de Mortagne,136,,non,442778
toile de Mortagne ???,1,,non,442778
toile de mousseline,0,,oui,442778
toile de Moutier,1,,non,442778
toile de Moutiers,1,,non,442778
toile de Noirmoutier,1,,non,442778
toile de paille,4,,non,442778
toile de pays,1,,non,442778
toile de peinte,0,,oui,442778
toile de Piémont,17,,non,442778
toile de ploc,0,,oui,442778
toile de plocq,12,,non,442778
toile de poil de chèvre,1,,non,442778
toile de Poldavie,38,,non,442778
toile de Pontigny,1,,non,442778
toile de Pontivy,32,,non,442778
toile de Pontorson,1,,non,442778
toile de Pouldavid,21,,non,442778
toile de prises,0,,oui,442778
toile de Quintin,22,,non,442778
toile de réforme,2,,non,442778
toile de retour,3,,non,442778
toile de rite,1,,non,442778
toile de rouanée,1,,non,442778
toile de Rouen,64,,non,442778
toile de Russie,5,,non,442778
toile de Saint-Gail,5,,non,442778
toile de Saint-Georges,10,,non,442778
toile de Saint-Jean,6,,non,442778
toile de Saint-Quentin,3,,non,442778
toile de Saint-Quentin commune,1,,non,442778
toile de Saintonge,65,,non,442778
toile de Saintonge fine,1,,non,442778
toile de Savigny,2,,non,442778
toile de senigat,1,,non,442778
toile de serpillière,2,,non,442778
toile de serviette,4,,non,442778
toile de serviette vieille,1,,non,442778
toile de serviettes,0,,oui,442778
toile de Sevigneau,1,,non,442778
toile de siamoise,313,,non,442778
toile de siamoise au sixième de soie,2,,non,442778
toile de Silésie,6,,non,442778
toile de soie,5,,non,442778
toile de Suisse,41,,non,442778
toile de Surate,1,,non,442778
toile de Suvignan,1,,non,442778
toile de table,2,,non,442778
toile de treillis,2,,non,442778
toile de Troyes,12,,non,442778
toile de valenciennes,0,,oui,442778
toile de Valenciennes,43,,non,442778
toile de Vigery,1,,non,442778
toile de ville,1,,non,442778
toile de Vimoutiers,29,,non,442778
toile de Vitré,15,,non,442778
toile de Vitrée,3,,non,442778
toile de voile,15,,non,442778
toile découpée,1,,non,442778
toile demitte,2,,non,442778
toile des Flandres,2,,non,442778
toile des Indes,175,,non,442778
toile des Indes ???,4,,non,442778
toile des Indes ??? ??? ??? Indes,1,,non,442778
toile des Indes commerce français,3,,non,442778
toile des Indes diverse,0,,oui,442778
toile des Indes du commerce étranger,2,,non,442778
toile des Indes du commerce français,2,,non,442778
toile des Indes en ??? français,2,,non,442778
toile des Indes et perles,2,,non,442778
toile des Indes gastas,1,,non,442778
toile des Indes imitant celles des Indes,1,,non,442778
toile des Indes peinte,7,,non,442778
toile des Indes peinte de thille,1,,non,442778
toile des Indes Perse du commerce étranger,1,,non,442778
toile des prises,1,,non,442778
toile du Béarn,10,,non,442778
toile du Brabant,3,,non,442778
toile du cerf,1,,non,442778
toile du commerce de France et des Indes,18,,non,442778
toile du commerce étranger et des Indes,10,,non,442778
toile du Levant,1,,non,442778
toile du Lyonnais,1,,non,442778
toile du Mans,1,,non,442778
toile du pays,15,,non,442778
toile du Piémont,3,,non,442778
toile dure,12,,non,442778
toile écrue,65,,non,442778
toile écrue commune,1,,non,442778
toile écrue de Languenan,1,,non,442778
toile écrue de lin,55,,non,442778
toile écrue et grise de lin,4,,non,442778
toile écrue et grosse de lin,1,,non,442778
toile écrue large,1,,non,442778
toile écrue pour essuie-mains,1,,non,442778
toile embabis,14,,non,442778
toile emballée,1,,non,442778
toile en ???,1,,non,442778
toile en basin de coton,6,,non,442778
toile en basin de coton brodé en soie,1,,non,442778
toile en chemises,1,,non,442778
toile en claire et de lin,1,,non,442778
toile en fair,2,,non,442778
toile en sacs,4,,non,442778
toile en serviettes,1,,non,442778
toile entre large,8,,non,442778
toile escamite,0,,oui,442778
toile et bonneterie,1,,non,442778
toile et laine à bouquets de laine,1,,non,442778
toile et treillis lustrés,2,,non,442778
toile étoilée,1,,non,442778
toile étoupes de lin,7,,non,442778
toile étoupière,6,,non,442778
toile étrangère,52,,non,442778
toile étroite,42,,non,442778
toile étroite de lin,5,,non,442778
toile étroite et fine,1,,non,442778
toile façon de Hollande,3,,non,442778
toile façon de Silésie,1,,non,442778
toile fil de laine,1,,non,442778
toile fine,48,,non,442778
toile fine de Flandre,1,,non,442778
toile fine de lin,73,,non,442778
toile fine de lin de Valenciennes,6,,non,442778
toile fine et large,1,,non,442778
toile fine rousse,1,,non,442778
toile firsacas,0,,oui,442778
toile française,4,,non,442778
toile futaine,3,,non,442778
toile galcienne de lin,1,,non,442778
toile glacée,2,,non,442778
toile gommée,4,,non,442778
toile gommée bougron,3,,non,442778
toile gommée et de lin,1,,non,442778
toile gommée et treillis,3,,non,442778
toile gracienne,0,,oui,442778
toile grasse,8,,non,442778
toile gratienne,26,,non,442778
toile gratienne rayée,1,,non,442778
toile grise,107,,non,442778
toile grise de laine,1,,non,442778
toile grise de lin,29,,non,442778
toile grise de lin à 10 sols et en dessous,1,,non,442778
toile grise de lin à 10 sols et en dessus,2,,non,442778
toile grise de lin à 30 sols l'aune,1,,non,442778
toile grise de lin à bas prix,1,,non,442778
toile grise de lin en dessous de 10 sols l'aune,4,,non,442778
toile grise de lin en dessous de 20 sols l'aune,1,,non,442778
toile grise de lin et à 10 sols et en dessous,0,,oui,442778
toile grise de lin et à 30 sols l'aune,0,,oui,442778
toile grise de lin et bas prix,0,,oui,442778
toile grise de lin et en dessous de 10 sols l'aune,0,,oui,442778
toile grise de lin et en dessous de 20 sols l'aune,0,,oui,442778
toile grise non battue,1,,non,442778
toile gros brin,2,,non,442778
toile gros fort,33,,non,442778
toile grosse,225,,non,442778
toile grosse ???,3,,non,442778
toile grosse blanche,1,,non,442778
toile grosse commune,1,,non,442778
toile grosse de lin,32,,non,442778
toile grosse de lin de Saint-Quentin,1,,non,442778
toile grosse de lin et pour nègre,4,,non,442778
toile grosse en faces,12,,non,442778
toile grosse et sommiers,6,,non,442778
toile grosse garnie ??? pour prélat,1,,non,442778
toile grossière en pièce de 50 aunes,1,,non,442778
toile haut brin,4,,non,442778
toile haut brin de Dinant,4,,non,442778
toile hivre,1,,non,442778
toile hollande,1,,non,442778
toile Hollande de Paris,1,,non,442778
toile hollandille,1,,non,442778
toile hollandille de Paris,2,,non,442778
toile humaine,2,,non,442778
toile idem à carreaux,0,,oui,442778
toile idem blanche,0,,oui,442778
toile idem de halle,0,,oui,442778
toile idem de ménages,0,,oui,442778
toile idem diverse,0,,oui,442778
toile idem entre large,0,,oui,442778
toile idem étroite,0,,oui,442778
toile idem gracienne,0,,oui,442778
toile idem imprimée,0,,oui,442778
toile idem large,0,,oui,442778
toile idem ordinaire,0,,oui,442778
toile idem rosconne,0,,oui,442778
toile idem royale,0,,oui,442778
toile imitant celle des Indes,2,,non,442778
toile imitant celle des Indes et de Rouen,6,,non,442778
toile imitant celle des Indes et nationale,1,,non,442778
toile imprimée,12,,non,442778
toile imprimée et de fil et peinte et teinte,4,,non,442778
toile imprimée et de lin et nationale et peinte,4,,non,442778
toile imprimée et de lin et peinte,6,,non,442778
toile imprimée ou peinte,3,,non,442778
toile indienne,9,,non,442778
toile indienne ???,0,,oui,442778
toile indienne commune,0,,oui,442778
toile indienne de coton,0,,oui,442778
toile indienne de différentes qualités,0,,oui,442778
toile indienne de France,0,,oui,442778
toile indienne des Indes,0,,oui,442778
toile indienne et peinte,0,,oui,442778
toile indienne étrangère,0,,oui,442778
toile indienne fine,2,,non,442778
toile indienne française,6,,non,442778
toile indienne grosse,1,,non,442778
toile indienne nationale,5,,non,442778
toile judieau,3,,non,442778
toile kettroy,1,,non,442778
toile killis,40,,non,442778
toile kircochaye,2,,non,442778
toile lagias,1,,non,442778
toile laistoufaire,1,,non,442778
toile Languenan,11,,non,442778
toile large,35,,non,442778
toile large de lin,2,,non,442778
toile lavée,3,,non,442778
toile lesat,1,,non,442778
toile linon,41,,non,442778
toile lizat,3,,non,442778
toile lustrée,12,,non,442778
toile manche,1,,non,442778
toile manouf,145,,non,442778
toile mêlée,7,,non,442778
toile mêlée de coton et de fil,1,,non,442778
toile mêlée ganak,2,,non,442778
toile merdin,0,,oui,442778
toile mesdin,8,,non,442778
toile mi-blanche de moins de 8 fils,1,,non,442778
toile miennel,1,,non,442778
toile montagne,15,,non,442778
toile Morlaix,5,,non,442778
toile Mortagne,4,,non,442778
toile mouchoirs,4,,non,442778
toile nationale,5,,non,442778
toile navale,8,,non,442778
toile neganepeau et imitant celle des Indes,1,,non,442778
toile noire,1,,non,442778
toile non battue,29,,non,442778
toile ordre et rousse,1,,non,442778
toile organdi,1,,non,442778
toile ouvragée de chanvre et de lin pour linge de table,3,,non,442778
toile ouvrée,0,,oui,442778
toile ouvrée chaussettes,1,,non,442778
toile ouvrée chemises,2,,non,442778
toile ouvrée nappes,1,,non,442778
toile ouvrée nappes et serviettes,1,,non,442778
toile ouvrée serviettes,1,,non,442778
toile palmite,1,,non,442778
toile pécate,1,,non,442778
toile peignée,1,,non,442778
toile peinte,966,,non,442778
toile peinte de Hollande,1,,non,442778
toile peinte en camaïeu,1,,non,442778
toile peinte et siamoise,1,,non,442778
toile peinte et teinte,7,,non,442778
toile peinte française,1,,non,442778
toile peinte imprimée,1,,non,442778
toile peinte indienne,6,,non,442778
toile peinte pour paravent,1,,non,442778
toile peinte sur enduit pour tapisserie,2,,non,442778
toile petite,5,,non,442778
toile photas,9,,non,442778
toile photas imitant celle des Indes,1,,non,442778
toile pièces étroites,2,,non,442778
toile pièces larges,2,,non,442778
toile pignée,1,,non,442778
toile pignole,1,,non,442778
toile piquée,84,,non,442778
toile piquée de Marseille,3,,non,442778
toile piqûre de Marseille,1,,non,442778
toile platier de Guinée,1,,non,442778
toile point,1,,non,442778
toile Poldavie,2,,non,442778
toile polonaise,16,,non,442778
toile Pontivy,1,,non,442778
toile poupoulis,2,,non,442778
toile pour ameublement,1,,non,442778
toile pour ameublement cirée,2,,non,442778
toile pour ameublement cirée aune,0,,oui,442778
toile pour ameublement teinte,2,,non,442778
toile pour chemise à nègre,1,,non,442778
toile pour coiffes de chapeaux de lin et teinte,1,,non,442778
toile pour cribles,1,,non,442778
toile pour doublure,1,,non,442778
toile pour emballage,9,,non,442778
toile pour emballage grise de lin,2,,non,442778
toile pour emballage grise et de lin,0,,oui,442778
toile pour essuie-mains,2,,non,442778
toile pour essuie-mains grise de lin,1,,non,442778
toile pour essuie-mains grise et de lin,0,,oui,442778
toile pour faire chemise à nègre,1,,non,442778
toile pour faire linge,1,,non,442778
toile pour la Hollande,1,,non,442778
toile pour matelas,2,,non,442778
toile pour mouchoirs,2,,non,442778
toile pour mouchoirs rayée,2,,non,442778
toile pour nappes,1,,non,442778
toile pour nappes et serviettes,1,,non,442778
toile pour serviettes,2,,non,442778
toile pour tabac,2,,non,442778
toile pour tableaux,1,,non,442778
toile pour talliet,1,,non,442778
toile pour tente,1,,non,442778
toile pour voile,1008,,non,442778
toile pour voile commune,1,,non,442778
toile pour voile de 24 aunes,1,,non,442778
toile pour voile étrangère,1,,non,442778
toile presitte,1,,non,442778
toile pressée,2,,non,442778
toile preville,1,,non,442778
toile prohibée,1,,non,442778
toile quatre fils,1,,non,442778
toile quilly,1,,non,442778
toile Rajutapau,0,,oui,442778
toile ralette de Hambourg,1,,non,442778
toile ramoise,14,,non,442778
toile rayée,55,,non,442778
toile rayée coton et soie,1,,non,442778
toile rayée de couleur,1,,non,442778
toile réforme,1,,non,442778
toile reploc,1,,non,442778
toile romals,14,,non,442778
toile rondelette,4,,non,442778
toile rondelle,1,,non,442778
toile rosconne,39,,non,442778
toile rouge,3,,non,442778
toile rousse,52,,non,442778
toile royale,127,,non,442778
toile royalle,1,,non,442778
toile sacs à boîtes,1,,non,442778
toile Saintonge,0,,oui,442778
toile salemporis,2,,non,442778
toile salemporis bleue,1,,non,442778
toile sanas lustrée,1,,non,442778
toile sangalette,14,,non,442778
toile sans apprêt,1,,non,442778
toile sans apprêt de chanvre et de lin écrue de 13 à 20 fils,2,,non,442778
toile sans apprêt de chanvre et de lin écrue de 20 fils et au-dessus,2,,non,442778
toile sans apprêt de chanvre et de lin écrue de 8 à 13 fils,2,,non,442778
toile sans apprêt de chanvre et de lin écrue de moins de 8 fils,2,,non,442778
toile sans apprêt de chanvre et de lin écrue unie,2,,non,442778
toile sans apprêt de chanvre et de lin écrue unie de 13 fils inclusivement à 20 fils exclusivement,1,,non,442778
toile sans apprêt de chanvre et de lin écrue unie de 20 fils et au-dessus,1,,non,442778
toile sans apprêt de chanvre et de lin écrue unie de 8 fils inclusivement à 13 fils exclusivement,1,,non,442778
