exportsimports,direction,pays_grouping,marchandises_simplification,quantity_unit_ortho,quantity_unit_ajustees,u_conv,q_conv,remarques
Exports,,États-Unis d'Amérique,drap fin divers dit londrin du Languedoc de Carcassonne et Lodève,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,draps de laine,quintaux,livres,kg,48.949999,
Exports,,Espagne,draps de laine et petits et étoffes,quintaux,livres,kg,48.949999,
Exports,,France,draps fins de laine,quintaux,livres,kg,48.949999,
Exports,,Italie,draps ordinaires de laine,quintaux,livres,kg,48.949999,
Imports,,Italie,drogue médicinale borax,quintaux,livres,kg,48.949999,
Imports,,Espagne,drogue médicinale coloquinte,quintaux,livres,kg,48.949999,
Imports,,Italie,drogue médicinale séné,quintaux,livres,kg,48.949999,
Exports,,Afrique,eau-de-vie de grains et simple,quintaux,livres,kg,48.949999,
Exports,,Italie,encens,quintaux,livres,kg,48.949999,
Exports,,Italie,encre,quintaux,livres,kg,48.949999,
Exports,,Angleterre,encre à écrire,quintaux,livres,kg,48.949999,
Imports,,Levant et Barbarie,engrais,quintaux,livres,kg,48.949999,
Exports,,Nord,essence de térébenthine et huile de térébenthine,quintaux,livres,kg,48.949999,
Imports,,Nord,farine,quintaux,livres,kg,48.949999,
Imports,,Italie,farine en gruau,quintaux,livres,kg,48.949999,
Exports,,Suisse,farine et biscuit de mer,quintaux,livres,kg,48.949999,
Exports,,Italie,farine et biscuit et pâte,quintaux,livres,kg,48.949999,
Imports,,Italie,farine et pâte d'Italie,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),farine et pâte et vermicelle,quintaux,livres,kg,48.949999,
Exports,,Levant et Barbarie,farine pâte d'Italie vermicelle macaroni,quintaux,livres,kg,48.949999,
Imports,,Nord,faux et faucilles,quintaux,livres,kg,48.949999,
Exports,,Suisse,faïence,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),faïence et poterie de grès et de terre,quintaux,livres,kg,48.949999,
Imports,,Flandre et autres états de l'Empereur,faïence et poterie et verrerie,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),fer,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,fer brut de fonte,quintaux,livres,kg,48.949999,
Imports,,Nord,fer de toute sorte,quintaux,livres,kg,48.949999,
Exports,,Italie,fer-blanc,quintaux,livres,kg,48.949999,
Imports,,Italie,feuilles d'oranger et fleurs d'oranger,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),feuilles de carton et ouvrages de carton,quintaux,livres,kg,48.949999,
Exports,,Afrique,feuilles de cuivre et planches de cuivre et ouvrage de cuivre,quintaux,livres,kg,48.949999,
Imports,,Colonies françaises,feuilles de tabac,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),feuilles et herbes à teindre,quintaux,livres,kg,48.949999,
Imports,,Portugal,figue,quintaux,livres,kg,48.949999,
Exports,,Portugal,fil de chanvre et de lin,quintaux,livres,kg,48.949999,
Exports,,Italie,fil de fer,quintaux,livres,kg,48.949999,
Exports,,Italie,fil de lin et de chanvre retors teint et à coudre,quintaux,livres,kg,48.949999,
Imports,,Nord,fil divers,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,fil à coudre,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,fil à voile,quintaux,livres,kg,48.949999,
Imports,,Italie,filoselle et bourre de soie,quintaux,livres,kg,48.949999,
Imports,,Suisse,filoselle et fleuret,quintaux,livres,kg,48.949999,
Imports,,Levant et Barbarie,filoselle et fleuret et bourre de soie,quintaux,livres,kg,48.949999,
Imports,,Espagne,fine et biscuit,quintaux,livres,kg,48.949999,
Imports,,Italie,fleurs d'orange,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),foin,quintaux,livres,kg,48.949999,
Imports,,Espagne,fourrages,quintaux,livres,kg,48.949999,
Imports,,Italie,fromage,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),fruits confits au sucre,quintaux,livres,kg,48.949999,
Exports,,Espagne,fruits confits à l'eau-de-vie,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),fruits confits à l'eau-de-vie et au sucre,quintaux,livres,kg,48.949999,
Exports,,Angleterre,fruits et légumes confit en vinaigre,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),fruits et légumes confits et marinés,quintaux,livres,kg,48.949999,
Exports,,Portugal,fruits et légumes confits marinés,quintaux,livres,kg,48.949999,
Exports,,Nord,fruits frais,quintaux,livres,kg,48.949999,
Exports,,?,fruits secs,quintaux,livres,kg,48.949999,
Imports,Bayonne,Nord,fèves,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,gants de peau,quintaux,livres,kg,48.949999,
Exports,,Hollande,gants de peau et autre,quintaux,livres,kg,48.949999,
Exports,,Italie,garance,quintaux,livres,kg,48.949999,
Exports,,France,gaze de coton,quintaux,livres,kg,48.949999,
Exports,,Hollande,gaze de coton et crêpe de coton et tullede coton,quintaux,livres,kg,48.949999,
Exports,,Hollande,gaze de coton et tulle de coton,quintaux,livres,kg,48.949999,
Exports,,Espagne,gaze de soie,quintaux,livres,kg,48.949999,
Imports,,Espagne,gingembre et piment et poivre,quintaux,livres,kg,48.949999,
Imports,,États-Unis d'Amérique,girofle,quintaux,livres,kg,48.949999,
Imports,,Colonies françaises,girofle et muscade,quintaux,livres,kg,48.949999,
Exports,,Italie,glaces,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,glaces et miroirs,quintaux,livres,kg,48.949999,
Imports,,Nord,glaces petites et miroirs,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),gomme,quintaux,livres,kg,48.949999,
Imports,,Levant et Barbarie,gomme adragant,quintaux,livres,kg,48.949999,
Imports,,Angleterre,gomme animée ou courbaril,quintaux,livres,kg,48.949999,
Imports,,Italie,gomme arabique,quintaux,livres,kg,48.949999,
Exports,,Hollande,gomme arabique par Marseille,quintaux,livres,kg,48.949999,
Imports,,Nord,gomme copale,quintaux,livres,kg,48.949999,
Imports,,Italie,gomme d'acacia,quintaux,livres,kg,48.949999,
Imports,,Hollande,gomme du Sénégal,quintaux,livres,kg,48.949999,
Imports,,Italie,gomme gedda,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),gomme laque,quintaux,livres,kg,48.949999,
Imports,,Angleterre,gomme sandarak,quintaux,livres,kg,48.949999,
Imports,,Levant et Barbarie,gomme thurique,quintaux,livres,kg,48.949999,
Imports,,Flandre et autres états de l'Empereur,grain avoine,quintaux,livres,kg,48.949999,
Imports,,Suisse,grain froment,quintaux,livres,kg,48.949999,
Exports,,Espagne,grain froment par Bayonne et Marseille,quintaux,livres,kg,48.949999,
Exports,,Italie,grain froment par Marseille,quintaux,livres,kg,48.949999,
Imports,Bayonne,Espagne,grain maïs,quintaux,livres,kg,48.949999,
Exports,,Espagne,grain maïs par Marseille,quintaux,livres,kg,48.949999,
Imports,,Italie,grain millet,quintaux,livres,kg,48.949999,
Imports,,Hollande,grain orge,quintaux,livres,kg,48.949999,
Exports,,Espagne,grain orge par Marseilles,quintaux,livres,kg,48.949999,
Imports,,Hollande,grain orge perlé et mondé,quintaux,livres,kg,48.949999,
Imports,,Portugal,grain riz,quintaux,livres,kg,48.949999,
Imports,,Italie,grain seigle,quintaux,livres,kg,48.949999,
Exports,,Espagne,grain seigle par Marseille,quintaux,livres,kg,48.949999,
Exports,,Italie,graine d'anis,quintaux,livres,kg,48.949999,
Exports,,Nord,graine de jardin,quintaux,livres,kg,48.949999,
Exports,,Angleterre,graine de lin,quintaux,livres,kg,48.949999,
Exports,,Flandre et autres états de l'Empereur,graine de luzerne et de trèfle,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),graine de prairie,quintaux,livres,kg,48.949999,
Imports,,Italie,graine de prairie et de trèfle et luzerne,quintaux,livres,kg,48.949999,
Imports,,Espagne,graine de trèfle,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),graine diverse,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),graine diverse et de jardin,quintaux,livres,kg,48.949999,
Imports,,Nord,graine grasse,quintaux,livres,kg,48.949999,
Imports,,Suisse,graine jaune d'Avignon,quintaux,livres,kg,48.949999,
Imports,,Suisse,graine jaune d'Avignon ou nerprun,quintaux,livres,kg,48.949999,
Exports,,Espagne,graisse,quintaux,livres,kg,48.949999,
Exports,,États-Unis d'Amérique,habillement et lingerie et effet militaire,quintaux,livres,kg,48.949999,
Exports,,Nord,herbes à teindre,quintaux,livres,kg,48.949999,
Exports,,États-Unis d'Amérique,horlogerie,quintaux,livres,kg,48.949999,
Imports,,Hollande,houblon,quintaux,livres,kg,48.949999,
Exports,,Italie,huile d'oeillette et de pavot,quintaux,livres,kg,48.949999,
Exports,,Italie,huile d'oeillette et de pavot et de noix,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),huile d'olive,quintaux,livres,kg,48.949999,
Exports,,Suisse,huile d'olive commune,quintaux,livres,kg,48.949999,
Exports,,Hollande,huile d'olive fine,quintaux,livres,kg,48.949999,
Imports,,?,huile d'olive pour fabrique,quintaux,livres,kg,48.949999,
Imports,,États-Unis d'Amérique,huile d'olive à manger,quintaux,livres,kg,48.949999,
Imports,,États-Unis d'Amérique,huile de baleine,quintaux,livres,kg,48.949999,
Imports,,Italie,huile de faine et de noix,quintaux,livres,kg,48.949999,
Exports,,Espagne,huile de graine,quintaux,livres,kg,48.949999,
Exports,,Espagne,huile de graine commun,quintaux,livres,kg,48.949999,
Exports,,Nord,huile de graine et de noix,quintaux,livres,kg,48.949999,
Imports,,Portugal,huile de poisson,quintaux,livres,kg,48.949999,
Exports,,Hollande,huile de térébenthine,quintaux,livres,kg,48.949999,
Imports,,Italie,huile marc d'olive ou amurca,quintaux,livres,kg,48.949999,
Exports,,Italie,indienne de coton et siamoise de coton et toile de coton peinte,quintaux,livres,kg,48.949999,
Imports,,Espagne,indigo,quintaux,livres,kg,48.949999,
Imports,,Suisse,indigo de retour,quintaux,livres,kg,48.949999,
Imports,,États-Unis d'Amérique,indigo par Bordeaux Nantes Le Havre et Dunkerque,quintaux,livres,kg,48.949999,
Imports,,Hollande,iris,quintaux,livres,kg,48.949999,
Imports,,Angleterre,ivoire,quintaux,livres,kg,48.949999,
Exports,,Nord,ivoire ou morphil,quintaux,livres,kg,48.949999,
Imports,,Espagne,jalap,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,jambons salés,quintaux,livres,kg,48.949999,
Imports,,Espagne,joncs ou auf,quintaux,livres,kg,48.949999,
Imports,,Portugal,joncs pour canne et bambou et rotin,quintaux,livres,kg,48.949999,
Imports,,Colonies françaises,joncs pour canne et bambou et ruban,quintaux,livres,kg,48.949999,
Imports,,Italie,jus de citron,quintaux,livres,kg,48.949999,
Imports,,Italie,jus de limon,quintaux,livres,kg,48.949999,
Imports,,Espagne,jus de réglisse,quintaux,livres,kg,48.949999,
Exports,,États-Unis d'Amérique,lainage couverture,quintaux,livres,kg,48.949999,
Imports,,Portugal,laine,quintaux,livres,kg,48.949999,
Imports,,Hollande,laine d'Espagne fine,quintaux,livres,kg,48.949999,
Exports,,Angleterre,laine d'Espagne fine par Rouen et Marseille,quintaux,livres,kg,48.949999,
Imports,,Espagne,laine de chevron et poil de chameau,quintaux,livres,kg,48.949999,
Imports,,Hollande,laine de chevron et poil de chameau et vigogne,quintaux,livres,kg,48.949999,
Exports,,Hollande,laine déchet,quintaux,livres,kg,48.949999,
Exports,,Hollande,laine déchet de laine bourre lanisse tontisse,quintaux,livres,kg,48.949999,
Imports,,Espagne,laine en poil de chameau,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),laine fine,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),laine fine et blanche et filée et teinte,quintaux,livres,kg,48.949999,
Imports,,Hollande,laine fine et de chevron,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),laine fine et filée,quintaux,livres,kg,48.949999,
Exports,,Angleterre,laine fine mérino en suint,quintaux,livres,kg,48.949999,
Exports,,Hollande,laine fine mérinos lavée,quintaux,livres,kg,48.949999,
Exports,,Angleterre,laine mérinos en suint,quintaux,livres,kg,48.949999,
Imports,,Italie,laine mérinos et lavée et en suint,quintaux,livres,kg,48.949999,
Imports,,États-Unis d'Amérique,laine mérinos lavée,quintaux,livres,kg,48.949999,
Imports,,Levant et Barbarie,laine ordinaire,quintaux,livres,kg,48.949999,
Imports,,États-Unis d'Amérique,laine ordinaire en masse,quintaux,livres,kg,48.949999,
Exports,,Angleterre,laine par Abbeville,quintaux,livres,kg,48.949999,
Imports,,Angleterre,laine par Cherbourg et Granville et Morlaix,quintaux,livres,kg,48.949999,
Exports,,Italie,laine par Marseille,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),laiton,quintaux,livres,kg,48.949999,
Imports,,Suisse,laiton filé,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,lard salé,quintaux,livres,kg,48.949999,
Exports,,Nord,librairie,quintaux,livres,kg,48.949999,
Imports,,Angleterre,limes,quintaux,livres,kg,48.949999,
Imports,,France,lin,quintaux,livres,kg,48.949999,
Imports,,Hollande,lin divers,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),linge de tables,quintaux,livres,kg,48.949999,
Imports,,Angleterre,litharge,quintaux,livres,kg,48.949999,
Exports,,Hollande,liège,quintaux,livres,kg,48.949999,
Exports,,Hollande,légumes,quintaux,livres,kg,48.949999,
Exports,,Nord,légumes vert et sec,quintaux,livres,kg,48.949999,
Imports,,Hollande,manganèse,quintaux,livres,kg,48.949999,
Imports,,Espagne,manne,quintaux,livres,kg,48.949999,
Imports,,Italie,marbre,quintaux,livres,kg,48.949999,
Imports,,Suisse,masses de coton,quintaux,livres,kg,48.949999,
Exports,,Espagne,matériaux de construction,quintaux,livres,kg,48.949999,
Exports,,Espagne,mercerie,quintaux,livres,kg,48.949999,
Exports,,Italie,mercerie bimbeloterie,quintaux,livres,kg,48.949999,
Exports,,Nord,mercerie commune,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),mercerie fine,quintaux,livres,kg,48.949999,
Imports,,Suisse,mercure,quintaux,livres,kg,48.949999,
Exports,,Espagne,miel,quintaux,livres,kg,48.949999,
Imports,,Nord,minium,quintaux,livres,kg,48.949999,
Imports,,Angleterre,minium et mine orange,quintaux,livres,kg,48.949999,
Imports,,Hollande,monnaies de cuivre,quintaux,livres,kg,48.949999,
Exports,,Italie,morue,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,morue de pêche française,quintaux,livres,kg,48.949999,
Imports,,Colonies françaises,morue et stockfish,quintaux,livres,kg,48.949999,
Imports,,Espagne,morue par Bayonne,quintaux,livres,kg,48.949999,
Exports,,Hollande,mouchoirs de coton,quintaux,livres,kg,48.949999,
Exports,,Italie,mouchoirs de fil,quintaux,livres,kg,48.949999,
Exports,,Italie,mousselines de coton,quintaux,livres,kg,48.949999,
Exports,,Angleterre,mousselines de coton unies et brûlées,quintaux,livres,kg,48.949999,
Exports,,Nord,moutarde,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),munitions de guerre,quintaux,livres,kg,48.949999,
Imports,,Hollande,munitions de guerre et projectile,quintaux,livres,kg,48.949999,
Exports,,Italie,muscades,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),muse,quintaux,livres,kg,48.949999,
Exports,,France,métal de cloches et plomb et et zinc,quintaux,livres,kg,48.949999,
Imports,,États-Unis d'Amérique,nacre de perles,quintaux,livres,kg,48.949999,
Imports,,Hollande,noir commun de fumée,quintaux,livres,kg,48.949999,
Exports,,Suisse,noir d'ivoire,quintaux,livres,kg,48.949999,
Exports,,Suisse,noir d'or,quintaux,livres,kg,48.949999,
Imports,,Angleterre,noir de fumée,quintaux,livres,kg,48.949999,
Imports,,Italie,noisette,quintaux,livres,kg,48.949999,
Exports,,Nord,noix de galle,quintaux,livres,kg,48.949999,
Imports,,États-Unis d'Amérique,noix pour peintures,quintaux,livres,kg,48.949999,
Exports,,États-Unis d'Amérique,ocre,quintaux,livres,kg,48.949999,
Imports,,Levant et Barbarie,oignons de fleurs,quintaux,livres,kg,48.949999,
Exports,,Russie,olives,quintaux,livres,kg,48.949999,
Imports,,Italie,olives fraîches,quintaux,livres,kg,48.949999,
Imports,,États-Unis d'Amérique,opium,quintaux,livres,kg,48.949999,
Imports,,Italie,oreillons,quintaux,livres,kg,48.949999,
Imports,,Hollande,orseille ou tournesol préparé,quintaux,livres,kg,48.949999,
Exports,,Nord,ouvrages de bois,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),ouvrages de bois et ouvrages d'osier et ouvrages d'osier,quintaux,livres,kg,48.949999,
Exports,,Nord,ouvrages de carton,quintaux,livres,kg,48.949999,
Exports,,États-Unis d'Amérique,ouvrages de coutellerie,quintaux,livres,kg,48.949999,
Exports,,Nord,ouvrages de cuir,quintaux,livres,kg,48.949999,
Exports,,Nord,ouvrages de cuivre doré et argenté,quintaux,livres,kg,48.949999,
Exports,,États-Unis d'Amérique,ouvrages de cuivre simples,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,ouvrages de fer,quintaux,livres,kg,48.949999,
Exports,,Portugal,ouvrages de fer-blanc et tôle vernie,quintaux,livres,kg,48.949999,
Exports,,Colonies françaises,ouvrages de fonte,quintaux,livres,kg,48.949999,
Exports,,Espagne,ouvrages de peau,quintaux,livres,kg,48.949999,
Imports,,Allemagne et Pologne (par terre),ouvrages de sparterie,quintaux,livres,kg,48.949999,
Imports,,Italie,ouvrages de sparterie commune cordage de jonc paille roseaux et écorce de bois,quintaux,livres,kg,48.949999,
Exports,,Flandre et autres états de l'Empereur,ouvrages de tabletterie,quintaux,livres,kg,48.949999,
Exports,,Suisse,ouvrages de vannerie et bois et osier,quintaux,livres,kg,48.949999,
Exports,,États-Unis d'Amérique,ouvrages dorure fausse,quintaux,livres,kg,48.949999,
Exports,,Nord,ouvrages dorés argentés et plaqués,quintaux,livres,kg,48.949999,
Exports,,Nord,ouvrages en cuivre plaqué et dorés et argentés,quintaux,livres,kg,48.949999,
Exports,,Allemagne et Pologne (par terre),ouvrages en passementerie ordinaire,quintaux,livres,kg,48.949999,
Exports,Marseille,Italie,paille,quintaux,livres,kg,48.949999,
Exports,,Hollande,pain de navette,quintaux,livres,kg,48.949999,
Exports,,Hollande,papier,quintaux,livres,kg,48.949999,
Exports,,Espagne,papier peint,quintaux,livres,kg,48.949999,
Exports,,États-Unis d'Amérique,papier à écrire,quintaux,livres,kg,48.949999,
Imports,,Italie,parfumerie,quintaux,livres,kg,48.949999,
Exports,,Levant et Barbarie,parfumerie eau de senteur,quintaux,livres,kg,48.949999,
Exports,,Nord,parfumerie huile et essence,quintaux,livres,kg,48.949999,
Exports,,Nord,passementerie,quintaux,livres,kg,48.949999,
